#id,breed,group,group2,bioproject
SAMN09519614,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519625,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519619,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519631,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519630,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519622,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519615,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519628,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519603,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519606,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519610,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519618,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519604,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519624,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519623,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519617,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519616,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519607,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519608,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519633,Holstein,Holstein,Holstein,PRJNA478565
SAMN09519621,Holstein,Holstein,Holstein,PRJNA478565
SAMN10598568,Holstein,Holstein,Holstein,PRJNA494431
SAMN10598549,Holstein,Holstein,Holstein,PRJNA494431
SAMN23100790,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100789,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100788,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100787,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100786,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100785,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100784,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100803,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100802,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100801,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100783,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100800,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100799,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100798,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100797,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100796,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100795,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100794,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100793,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100792,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100791,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100782,Holstein,Holstein,Holstein,PRJNA780021
SAMN23100781,Holstein,Holstein,Holstein,PRJNA780021
SAMEA6528908,Holstein,Holstein,Holstein,PRJEB18113
SAMEA6528907,Holstein,Holstein,Holstein,PRJEB18113
SAMEA6528906,Holstein,Holstein,Holstein,PRJEB18113
SAMEA6528905,Holstein,Holstein,Holstein,PRJEB18113
SAMEA6528904,Holstein,Holstein,Holstein,PRJEB18113
SAMEA6528903,Holstein,Holstein,Holstein,PRJEB18113
SAMEA6528899,Holstein,Holstein,Holstein,PRJEB18113
SAMEA6528897,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7015115,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7015113,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690267,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690264,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690263,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690262,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690261,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690260,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690259,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690257,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690254,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690241,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690236,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690233,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690232,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690215,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690212,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690210,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690209,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690208,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690207,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690201,Holstein,Holstein,Holstein,PRJEB18113
SAMEA7690200,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565093,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565092,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565091,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565089,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565088,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565087,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565085,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565084,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565078,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565072,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565071,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565070,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565069,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565068,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565067,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565066,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565061,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565056,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565053,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565042,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565041,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565040,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565039,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565038,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565027,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565026,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565025,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565016,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565015,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565012,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565010,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565009,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565007,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565006,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565004,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565002,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565001,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8565000,Holstein,Holstein,Holstein,PRJEB18113
SAMEA8564999,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833840,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833831,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833830,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833766,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833838,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833836,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833821,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833818,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833817,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833809,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833807,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833803,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833769,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833767,Holstein,Holstein,Holstein,PRJEB18113
SAMEA10833765,Holstein,Holstein,Holstein,PRJEB18113
SAMEA3390164,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390163,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390162,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390161,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390160,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390159,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390158,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390157,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390156,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390155,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390154,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390153,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390152,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390151,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390150,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390148,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390147,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390146,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390145,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390144,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390143,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390142,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390141,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390140,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390139,Holstein,Holstein,Holstein,PRJEB9343
SAMEA3390138,Holstein,Holstein,Holstein,PRJEB9343
SRR1425158,Holstein,Holstein,Holstein,PRJNA176557
SRR1425159,Holstein,Holstein,Holstein,PRJNA176557
SRR1425160,Holstein,Holstein,Holstein,PRJNA176557
SRR1425161,Holstein,Holstein,Holstein,PRJNA176557
SRR1425163,Holstein,Holstein,Holstein,PRJNA176557
SRR1425164,Holstein,Holstein,Holstein,PRJNA176557
SRR1425165,Holstein,Holstein,Holstein,PRJNA176557
SRR1425166,Holstein,Holstein,Holstein,PRJNA176557
SRR2016771,Holstein,Holstein,Holstein,PRJNA277147
SRR2770344,Holstein,Holstein,Holstein,PRJNA299394
SRR4279978,Holstein,Holstein,Holstein,PRJNA343262
SRR4279979,Holstein,Holstein,Holstein,PRJNA343262
SRR4280060,Holstein,Holstein,Holstein,PRJNA343262
SRR4280177,Holstein,Holstein,Holstein,PRJNA343262
SRR4435546,Holstein,Holstein,Holstein,PRJNA349121
SRR4435587,Holstein,Holstein,Holstein,PRJNA349121
SRR5137220,Holstein,Holstein,Holstein,PRJNA359667
SRR5137222,Holstein,Holstein,Holstein,PRJNA359667
SRR5137225,Holstein,Holstein,Holstein,PRJNA359667
SRR5137226,Holstein,Holstein,Holstein,PRJNA359667
SRR5137227,Holstein,Holstein,Holstein,PRJNA359667
SRR5137228,Holstein,Holstein,Holstein,PRJNA359667
SRR5137233,Holstein,Holstein,Holstein,PRJNA359667
SRR5137234,Holstein,Holstein,Holstein,PRJNA359667
SRR5137235,Holstein,Holstein,Holstein,PRJNA359667
SRR5137241,Holstein,Holstein,Holstein,PRJNA359667
SRR5137242,Holstein,Holstein,Holstein,PRJNA359667
SRR5137246,Holstein,Holstein,Holstein,PRJNA359667
SRR5137247,Holstein,Holstein,Holstein,PRJNA359667
SRR5137248,Holstein,Holstein,Holstein,PRJNA359667
SRR7340670,Holstein,Holstein,Holstein,PRJNA431934
SRR7340671,Holstein,Holstein,Holstein,PRJNA431934
SRR7340672,Holstein,Holstein,Holstein,PRJNA431934
SRR7340673,Holstein,Holstein,Holstein,PRJNA431934
SRR7340674,Holstein,Holstein,Holstein,PRJNA431934
SRR7340675,Holstein,Holstein,Holstein,PRJNA431934
SRR7340677,Holstein,Holstein,Holstein,PRJNA431934
SRR7340688,Holstein,Holstein,Holstein,PRJNA431934
SRR7340700,Holstein,Holstein,Holstein,PRJNA431934
SRR7340701,Holstein,Holstein,Holstein,PRJNA431934
SRR7340702,Holstein,Holstein,Holstein,PRJNA431934
SRR7340703,Holstein,Holstein,Holstein,PRJNA431934
SRR7340705,Holstein,Holstein,Holstein,PRJNA431934
SRR7340706,Holstein,Holstein,Holstein,PRJNA431934
SRR7340718,Holstein,Holstein,Holstein,PRJNA431934
SRR7340722,Holstein,Holstein,Holstein,PRJNA431934
SRR7340724,Holstein,Holstein,Holstein,PRJNA431934
SRR7340726,Holstein,Holstein,Holstein,PRJNA431934
SRR7340729,Holstein,Holstein,Holstein,PRJNA431934
SRR7340731,Holstein,Holstein,Holstein,PRJNA431934
SRR7340734,Holstein,Holstein,Holstein,PRJNA431934
SRR7340735,Holstein,Holstein,Holstein,PRJNA431934
SRR7340736,Holstein,Holstein,Holstein,PRJNA431934
SRR7340737,Holstein,Holstein,Holstein,PRJNA431934
SRR7340750,Holstein,Holstein,Holstein,PRJNA431934
SRR7340751,Holstein,Holstein,Holstein,PRJNA431934
SRR7340752,Holstein,Holstein,Holstein,PRJNA431934
SRR7340753,Holstein,Holstein,Holstein,PRJNA431934
SRR7340754,Holstein,Holstein,Holstein,PRJNA431934
SRR7340755,Holstein,Holstein,Holstein,PRJNA431934
SRR7340756,Holstein,Holstein,Holstein,PRJNA431934
SRR7340757,Holstein,Holstein,Holstein,PRJNA431934
SRR7340758,Holstein,Holstein,Holstein,PRJNA431934
SRR7340796,Holstein,Holstein,Holstein,PRJNA431934
SRR7340798,Holstein,Holstein,Holstein,PRJNA431934
SRR7340800,Holstein,Holstein,Holstein,PRJNA431934
SRR7340801,Holstein,Holstein,Holstein,PRJNA431934
SRR7340802,Holstein,Holstein,Holstein,PRJNA431934
SRR7340803,Holstein,Holstein,Holstein,PRJNA431934
SRR7340804,Holstein,Holstein,Holstein,PRJNA431934
SRR7340805,Holstein,Holstein,Holstein,PRJNA431934
SRR7340829,Holstein,Holstein,Holstein,PRJNA431934
SRR7340830,Holstein,Holstein,Holstein,PRJNA431934
SRR7340832,Holstein,Holstein,Holstein,PRJNA431934
SRR7340847,Holstein,Holstein,Holstein,PRJNA431934
SRR7340850,Holstein,Holstein,Holstein,PRJNA431934
SRR11235444,Holstein,Holstein,Holstein,PRJNA610216
SRR11235445,Holstein,Holstein,Holstein,PRJNA610216
SRR1262533,Holstein,Holstein,Holstein,PRJNA238491
SRR1262536,Holstein,Holstein,Holstein,PRJNA238491
SRR1262538,Holstein,Holstein,Holstein,PRJNA238491
SRR1262539,Holstein,Holstein,Holstein,PRJNA238491
SRR1262660,Holstein,Holstein,Holstein,PRJNA238491
SRR1262661,Holstein,Holstein,Holstein,PRJNA238491
SRR1262662,Holstein,Holstein,Holstein,PRJNA238491
SRR1262663,Holstein,Holstein,Holstein,PRJNA238491
SRR1262664,Holstein,Holstein,Holstein,PRJNA238491
SRR1262672,Holstein,Holstein,Holstein,PRJNA238491
SRR1262679,Holstein,Holstein,Holstein,PRJNA238491
SRR1262718,Holstein,Holstein,Holstein,PRJNA238491
SRR1262724,Holstein,Holstein,Holstein,PRJNA238491
SRR1262725,Holstein,Holstein,Holstein,PRJNA238491
SRR1262726,Holstein,Holstein,Holstein,PRJNA238491
SRR1262727,Holstein,Holstein,Holstein,PRJNA238491
SRR1262728,Holstein,Holstein,Holstein,PRJNA238491
SRR1262736,Holstein,Holstein,Holstein,PRJNA238491
SRR1262738,Holstein,Holstein,Holstein,PRJNA238491
SRR1262756,Holstein,Holstein,Holstein,PRJNA238491
SRR1262770,Holstein,Holstein,Holstein,PRJNA238491
SRR1262776,Holstein,Holstein,Holstein,PRJNA238491
SRR1262777,Holstein,Holstein,Holstein,PRJNA238491
SRR1262787,Holstein,Holstein,Holstein,PRJNA238491
SRR1262788,Holstein,Holstein,Holstein,PRJNA238491
SRR1346386,Holstein,Holstein,Holstein,PRJNA176557
SRR1346389,Holstein,Holstein,Holstein,PRJNA176557
SRR1346390,Holstein,Holstein,Holstein,PRJNA176557
SRR1346392,Holstein,Holstein,Holstein,PRJNA176557
SRR1348592,Holstein,Holstein,Holstein,PRJNA176557
SRR1365104,Holstein,Holstein,Holstein,PRJNA176557
SRR1365114,Holstein,Holstein,Holstein,PRJNA176557
SRR1365147,Holstein,Holstein,Holstein,PRJNA176557
SRR1425133,Holstein,Holstein,Holstein,PRJNA176557
SRR1425134,Holstein,Holstein,Holstein,PRJNA176557
SRR1425137,Holstein,Holstein,Holstein,PRJNA176557
SRR1425138,Holstein,Holstein,Holstein,PRJNA176557
SRR1425139,Holstein,Holstein,Holstein,PRJNA176557
SRR1425140,Holstein,Holstein,Holstein,PRJNA176557
SRR1425144,Holstein,Holstein,Holstein,PRJNA176557
SRR1425155,Holstein,Holstein,Holstein,PRJNA176557
SRR1425156,Holstein,Holstein,Holstein,PRJNA176557
SRR1425157,Holstein,Holstein,Holstein,PRJNA176557
SRR8587907,Holstein,Holstein,Holstein,PRJNA343262
SRR8587910,Holstein,Holstein,Holstein,PRJNA343262
SRR8587916,Holstein,Holstein,Holstein,PRJNA343262
SRR8587917,Holstein,Holstein,Holstein,PRJNA343262
SRR8587918,Holstein,Holstein,Holstein,PRJNA343262
SRR8587999,Holstein,Holstein,Holstein,PRJNA343262
SRR8588085,Holstein,Holstein,Holstein,PRJNA343262
SRR8588190,Holstein,Holstein,Holstein,PRJNA343262
SRR8588194,Holstein,Holstein,Holstein,PRJNA343262
SRR8588195,Holstein,Holstein,Holstein,PRJNA343262
SRR8588198,Holstein,Holstein,Holstein,PRJNA343262
SRR8588199,Holstein,Holstein,Holstein,PRJNA343262
SRR8588200,Holstein,Holstein,Holstein,PRJNA343262
SRR934405,Holstein,Holstein,Holstein,PRJNA210521
SRR8587906,Holstein,Holstein,Holstein,PRJNA343262
SRR7340852,Holstein,Holstein,Holstein,PRJNA431934
SRR7340855,Holstein,Holstein,Holstein,PRJNA431934
SRR8587904,Holstein,Holstein,Holstein,PRJNA343262
SAMEA4780300,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780299,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780298,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780313,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780311,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780310,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780309,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780302,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780301,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780287,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780286,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780283,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780297,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780296,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780295,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780294,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780293,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780292,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780291,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780290,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780289,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780288,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780322,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780321,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780320,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780319,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780318,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780317,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780315,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780314,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780260,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780259,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780258,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780257,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780256,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780255,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780254,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780253,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780252,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780251,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780250,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780249,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780248,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780247,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780246,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780245,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780244,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780243,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780242,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780241,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780240,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780239,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780238,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780237,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780236,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780235,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780234,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780233,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780274,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780273,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780272,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780270,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780269,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780268,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780267,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780266,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780265,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780264,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780263,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780262,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780261,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780275,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780280,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780278,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780277,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMEA4780276,Holstein-Freisian,Holstein,Holstein,PRJEB27379
SAMN15779595,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779872,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779871,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779666,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779665,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779572,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779656,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779654,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779876,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779594,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779855,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779854,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779844,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779838,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779616,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780059,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780057,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779650,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779648,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779869,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779865,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779863,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779722,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779713,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779708,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779707,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779706,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779705,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779702,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779835,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779590,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779802,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779899,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779889,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779886,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779949,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779942,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779934,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779768,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779767,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779766,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779763,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779751,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779750,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779741,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779933,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779601,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779919,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779918,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779599,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779907,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779906,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779903,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779645,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779642,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779641,Holstein-Friesian,Holstein,Holstein,PRJNA656361
