#id,breed,group,group2,bioproject
SAMN15779635,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780050,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780047,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779614,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780043,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780042,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780034,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779700,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779697,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779686,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779684,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779683,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779674,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779673,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779668,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779966,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779962,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779961,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779958,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779787,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779782,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779777,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779776,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779770,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779565,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780033,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780029,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780014,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780013,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780012,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780010,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780006,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779609,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779992,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779989,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779988,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779984,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779607,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779974,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779972,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779969,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779730,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN17921758,Holstein-Friesian,Holstein,Holstein,PRJNA701980
SAMN17921757,Holstein-Friesian,Holstein,Holstein,PRJNA701980
SAMN17921756,Holstein-Friesian,Holstein,Holstein,PRJNA701980
SAMN17921759,Holstein-Friesian,Holstein,Holstein,PRJNA701980
SAMN17921762,Holstein-Friesian,Holstein,Holstein,PRJNA701980
SAMN17921761,Holstein-Friesian,Holstein,Holstein,PRJNA701980
SAMN17921760,Holstein-Friesian,Holstein,Holstein,PRJNA701980
SAMEA6813271,Holstein-Friesian,Holstein,Holstein,PRJEB38123
SAMEA6813269,Holstein-Friesian,Holstein,Holstein,PRJEB38123
SAMN15779574,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780124,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780123,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780120,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780108,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779588,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779797,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779793,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779790,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780091,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780086,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780082,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779568,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779600,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779629,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780100,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15780099,Holstein-Friesian,Holstein,Holstein,PRJNA656361
SAMN15779605,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779956,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779963,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779959,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779957,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779564,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779563,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779967,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779965,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779964,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779603,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779943,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779938,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779937,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779936,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779955,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779954,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779604,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779952,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779951,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779950,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779948,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779946,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779679,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779677,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779576,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779675,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779672,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779671,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779670,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779669,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779575,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779739,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779582,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779737,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779735,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779932,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779931,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779930,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779929,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779927,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779926,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779925,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779924,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779922,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779921,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779917,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779916,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779914,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779912,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779910,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779909,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779908,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779904,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779598,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779935,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779762,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779760,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779759,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779758,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779757,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779756,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779754,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779753,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779749,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779583,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779748,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779746,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779745,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779744,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779742,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779740,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780061,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780058,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780056,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780055,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779615,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780054,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780052,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780051,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780049,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780046,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780045,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780044,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780041,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780040,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780039,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780037,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780035,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779612,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779699,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779698,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779696,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779695,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779694,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779692,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779691,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779689,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779687,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779577,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779685,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779682,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779681,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779680,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779621,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780119,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780118,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780117,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780116,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780115,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780114,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780112,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780109,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780107,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780106,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780104,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780102,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779799,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779796,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779795,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779794,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779792,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779791,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779789,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779587,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779785,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779784,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779780,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779779,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779586,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779775,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779774,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779773,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779772,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779769,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779585,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780031,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780028,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780027,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779611,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780022,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780021,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780018,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780017,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780016,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780015,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780011,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780009,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780008,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780007,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780005,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780004,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780003,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780002,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780001,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779999,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779998,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779996,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779995,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779994,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779608,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779993,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779991,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779990,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779987,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779986,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779985,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779983,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779982,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779980,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779979,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779977,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779976,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779975,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779606,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779973,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779902,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779571,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779644,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779643,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779640,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779639,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779638,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779637,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779570,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779636,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779634,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779633,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779632,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779631,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779630,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779628,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779569,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779626,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779625,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780069,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779623,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779727,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780101,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779619,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780098,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780096,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780093,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780092,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780089,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780087,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780085,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780084,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780081,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
